,player,nation,pos,club,league,age,full_90,drib_goal,foul_goal,y_card,r_card,fouls_d,offside,crosses,intercept,air_won,pass_comp,touch_3rd,succ_drib,sot/90,assists,np_goals
9732,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,0,3
9733,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,1,0
9734,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,0,3
9735,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,1,0
9736,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,0,3
9737,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,1,0
9738,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.64,0,3
9739,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.64,1,0
9740,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,0,3
9741,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,1,0
9742,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,0,3
9743,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,1,0
9744,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,0,3
9745,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26.0,9.3,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,1,0
9746,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.64,0,3
9747,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.64,1,0
9748,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.09,0,3
9749,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.09,1,0
9750,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.64,0,3
9751,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.64,1,0
9752,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.09,0,3
9753,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.09,1,0
9754,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.64,0,3
9755,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.64,1,0
9756,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.09,0,3
9757,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,55.0,5.0,0.09,1,0
9758,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.64,0,3
9759,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.64,1,0
9760,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.09,0,3
9761,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,476.0,31.0,6.0,0.09,1,0
9762,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.64,0,3
9763,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.64,1,0
9764,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.09,0,3
9765,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.09,1,0
9766,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.64,0,3
9767,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.64,1,0
9768,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.09,0,3
9769,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.09,1,0
9770,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.64,0,3
9771,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.64,1,0
9772,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.09,0,3
9773,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,55.0,5.0,0.09,1,0
9774,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.64,0,3
9775,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.64,1,0
9776,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.09,0,3
9777,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,2,0,8,0,2,16,29.0,317.0,31.0,6.0,0.09,1,0
9778,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.64,0,3
9779,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.64,1,0
9780,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.09,0,3
9781,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.09,1,0
9782,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.64,0,3
9783,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.64,1,0
9784,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.09,0,3
9785,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.09,1,0
9786,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.64,0,3
9787,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.64,1,0
9788,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.09,0,3
9789,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,55.0,5.0,0.09,1,0
9790,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.64,0,3
9791,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.64,1,0
9792,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.09,0,3
9793,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,476.0,31.0,6.0,0.09,1,0
9794,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.64,0,3
9795,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.64,1,0
9796,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,0,3
9797,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,1,0
9798,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,0,3
9799,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,1,0
9800,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,0,3
9801,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,1,0
9802,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.64,0,3
9803,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.64,1,0
9804,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,0,3
9805,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,55.0,5.0,0.09,1,0
9806,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,0,3
9807,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.64,1,0
9808,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,0,3
9809,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26.0,11.7,0.0,0.0,1,1,12,0,2,25,36.0,317.0,31.0,6.0,0.09,1,0
9810,Kenedy,br BRA,DF,Chelsea,eng Premier League,25.0,0.6,0.0,0.0,0,0,0,0,1,0,0.0,36.0,30.0,1.0,0.0,1,0
9811,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24.0,11.3,0.0,0.0,3,1,6,1,23,20,9.0,351.0,146.0,4.0,0.0,1,0
9812,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
9813,Franck Kessié,ci CIV,MF,Milan,it Serie A,24.0,25.6,0.0,0.0,2,0,31,1,12,23,30.0,1174.0,355.0,33.0,0.31,0,4
9814,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,26.0,10.3,0.0,0.0,1,0,15,0,40,14,1.0,276.0,191.0,12.0,0.68,0,1
9815,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30.0,24.7,0.0,1.0,6,0,47,22,57,12,12.0,426.0,434.0,33.0,0.73,0,6
9816,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27.0,30.6,0.0,0.0,6,0,35,0,23,50,39.0,685.0,194.0,11.0,0.07,1,0
9817,Kike,es ESP,FW,Osasuna,es La Liga,31.0,20.7,0.0,0.0,2,0,36,9,21,3,75.0,336.0,387.0,13.0,0.92,1,4
9818,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0
9819,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1
9820,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.08,0,0
9821,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.08,0,1
9822,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.0,0,0
9823,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.0,0,1
9824,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.08,0,0
9825,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.08,0,1
9826,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0
9827,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1
9828,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.08,0,0
9829,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.08,0,1
9830,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.0,0,0
9831,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.0,0,1
9832,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.08,0,0
9833,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,30.0,1.0,0.08,0,1
9834,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.0,0,0
9835,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.0,0,1
9836,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.08,0,0
9837,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.08,0,1
9838,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.0,0,0
9839,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.0,0,1
9840,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.08,0,0
9841,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.08,0,1
9842,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.0,0,0
9843,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.0,0,1
9844,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.08,0,0
9845,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,1.0,0.0,0.08,0,1
9846,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.0,0,0
9847,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.0,0,1
9848,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.08,0,0
9849,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1166.0,30.0,1.0,0.08,0,1
9850,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.0,0,0
9851,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.0,0,1
9852,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.08,0,0
9853,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.08,0,1
9854,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.0,0,0
9855,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.0,0,1
9856,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.08,0,0
9857,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.08,0,1
9858,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.0,0,0
9859,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.0,0,1
9860,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.08,0,0
9861,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,1.0,0.0,0.08,0,1
9862,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.0,0,0
9863,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.0,0,1
9864,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.08,0,0
9865,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,0.0,30.0,1.0,0.08,0,1
9866,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,1.0,0.0,0.0,0,0
9867,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,1.0,0.0,0.0,0,1
9868,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,1.0,0.0,0.08,0,0
9869,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,1.0,0.0,0.08,0,1
9870,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,30.0,1.0,0.0,0,0
9871,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,30.0,1.0,0.0,0,1
9872,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21.0,0.0,0.0,0.0,3,0,11,0,4,46,46.0,1166.0,30.0,1.0,0.08,0,0
